sentence,head,tail,head_offset,tail_offset,head_type,tail_type
数组是一种有序数据集合，其中每个元素具有相同的数据类型，通过一个统一的数组名和下标来唯一标识和访问这些元素,集合,数组,9,35,CON,CON
数组是一种有序数据集合，其中每个元素具有相同的数据类型，通过一个统一的数组名和下标来唯一标识和访问这些元素,集合,数据类型,9,23,CON,CON
数组是一种有序数据集合，其中每个元素具有相同的数据类型，通过一个统一的数组名和下标来唯一标识和访问这些元素,数组,数组,0,35,CON,CON
数组是一种有序数据集合，其中每个元素具有相同的数据类型，通过一个统一的数组名和下标来唯一标识和访问这些元素,数组,数据类型,0,23,CON,CON
数组是一种有序数据集合，其中每个元素具有相同的数据类型，通过一个统一的数组名和下标来唯一标识和访问这些元素,数组,数据类型,35,23,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,线性表,访问,11,48,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,线性表,链表,11,50,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,线性表,单链表,11,0,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,线性表,指针,11,29,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,线性表,头节点,11,42,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,线性表,指针,11,25,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,访问,链表,48,50,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,访问,单链表,48,0,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,访问,指针,48,29,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,访问,头节点,48,42,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,访问,指针,48,25,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,链表,单链表,50,0,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,链表,指针,50,29,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,链表,头节点,50,42,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,链表,指针,50,25,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,单链表,指针,0,29,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,单链表,头节点,0,42,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,单链表,指针,0,25,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,指针,头节点,29,42,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,指针,指针,29,25,CON,CON
单链表是一种链式存储的线性表，每个节点包含数据域和指针域，指针域指向下一个节点，通过头节点可依次访问链表中的各个节点，且除尾,头节点,指针,42,25,CON,CON
每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,排序,排序,44,5,CON,CON
每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,排序,数据元素,44,8,CON,CON
每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,排序,数据元素,44,47,CON,CON
每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,排序,数据元素,5,8,CON,CON
每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,排序,数据元素,5,47,CON,CON
每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,数据元素,数据元素,8,47,CON,CON
哈希表是一种数据结构它通过哈希函数将键映射到特定位置来存储和检索数据,映射,哈希函数,19,13,CON,CON
哈希表是一种数据结构它通过哈希函数将键映射到特定位置来存储和检索数据,映射,哈希表,19,0,CON,CON
哈希表是一种数据结构它通过哈希函数将键映射到特定位置来存储和检索数据,哈希函数,哈希表,13,0,CON,CON
树的核心特征是具有一个根节点，且根节点有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，形成层次分明,根节点,根节点,16,11,CON,CON
树的核心特征是具有一个根节点，且根节点有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，形成层次分明,根节点,子节点,16,43,CON,CON
树的核心特征是具有一个根节点，且根节点有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，形成层次分明,根节点,子节点,16,31,CON,CON
树的核心特征是具有一个根节点，且根节点有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，形成层次分明,根节点,子节点,16,25,CON,CON
树的核心特征是具有一个根节点，且根节点有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，形成层次分明,根节点,子节点,11,43,CON,CON
树的核心特征是具有一个根节点，且根节点有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，形成层次分明,根节点,子节点,11,31,CON,CON
树的核心特征是具有一个根节点，且根节点有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，形成层次分明,根节点,子节点,11,25,CON,CON
树的核心特征是具有一个根节点，且根节点有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，形成层次分明,子节点,子节点,43,31,CON,CON
树的核心特征是具有一个根节点，且根节点有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，形成层次分明,子节点,子节点,43,25,CON,CON
树的核心特征是具有一个根节点，且根节点有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，形成层次分明,子节点,子节点,31,25,CON,CON
