sentence,relation,head,tail,head_offset,tail_offset
冒泡排序是一种比较相邻元素大小，若顺序错误就把它们交换过来，重复此步骤直到整个数组都被排序的排序算法,rely,冒泡排序,数组,0,39
平衡二叉树的核心性质是树上任一节点的左子树和右子树的高度差不超过1且左子树和右子树都是一棵平衡二叉树,belg,平衡二叉树,左子树,0,18
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的,b-belg,链表,存储结构,0,20
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的,b-belg,链表,存储结构,0,20
在无向图中，若从顶点vi到顶点vj有路径（当然从vj到vi也一定有路径），则称vi和vj是连通的，若,belg,无向图,路径,1,18
冒泡排序是一种比较相邻元素大小，若顺序错误就把它们交换过来，重复此步骤直到整个数组都被排序的排序算法,rely,冒泡排序,数组,0,39
算法效率是指算法执行所需要的计算机资源量，包括时间资源和空间资源，通常用时间复杂度和空间复杂度来衡量,none,时间复杂度,空间复杂度,36,42
双向链表的核心特征是每个节点除了有指向下一个节点的指针外还有指向前一个节点的指针从而可以双向遍历链表,belg,双向链表,指针,0,25
队列是一种特殊的线性表，它只允许在表的前端进行删除操作，而在表的后端进行插入操作，具有先进先出的特性,b-belg,队列,线性表,0,8
双向链表每个节点包含数据、指向前驱节点的指针和指向后继节点的指针，通过这些指针可在两个方向上遍历链表,rely,双向链表,前驱节点,0,15
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的,b-belg,链表,存储结构,0,20
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的,b-belg,链表,存储结构,0,20
树是一种非线性的数据结构，它有一个根节点，且每个节点有零个或多个子节点，节点之间存在一对多的层次关系,none,根节点,子节点,17,32
树是一种递归定义的数据结构它由一个根节点和零个或多个子树构成每个子树又由根节点和其各自的子树递归组成,rely,递归,根节点,4,17
队列是一种特殊的线性表，它只允许在表的前端进行删除操作，而在表的后端进行插入操作，具有先进先出的特性,b-belg,队列,线性表,0,8
队列是一种特殊的线性表，它只允许在表的前端进行删除操作，而在表的后端进行插入操作，遵循先进先出的原则,b-belg,队列,线性表,0,8
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的,b-belg,链表,存储结构,0,20
简单排序是对数据序列进行排序的一种基本方法，它通过比较和交换元素的位置，将无序序列逐步转换为有序序列,belg,简单排序,排序,0,12
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的,b-belg,链表,存储结构,0,20
简单排序是对数据元素序列通过比较相邻元素大小并进行交换等操作，逐步将无序序列转变为有序序列的排序方法,rely,简单排序,数据元素,0,6
图的顶点是图结构中的基本数据元素，它可以表示各种实体，并且与其他顶点通过边相互连接以构成图的整体结构,b-belg,图的顶点,数据元素,0,12
存储结构是指数据元素及其关系在计算机存储器中的表示，包括顺序存储、链式存储、索引存储和散列存储等方式,rely,存储结构,数据元素,0,6
队列是一种特殊的线性表，其特点是只允许在一端进行插入操作，而在另一端进行删除操作，遵循先进先出的原则,b-belg,队列,线性表,0,8
队列是一种特殊的线性表，它只允许在表的前端进行删除操作，而在表的后端进行插入操作，遵循先进先出的原则,b-belg,队列,线性表,0,8
线性查找是在一个数据序列中从起始位置开始依次逐个检查元素，直至找到目标元素或遍历完整个序列的查找方法,rely,查找,遍历,2,38
插入排序是将未排序数据插入到已排序序列的合适位置，通过不断重复此操作来实现整个数组有序的一种排序算法,belg,插入排序,排序,0,7
有向图是由顶点集和有向边集组成的一种图结构，其中有向边是顶点的有序对，其方向由一个顶点指向另一个顶点,b-belg,有向图,图,0,18
递归基础是递归算法中存在的某些初始情况或条件，在这些情况下递归直接返回一个已知结果而不再进行递归调用,belg,递归基础,递归,0,5
简单排序是对数据序列进行比较和交换等操作以使其按特定顺序排列，具有操作相对简单、时间复杂度较高等特点,attr,简单排序,时间复杂度,0,40
路径是图中从一个顶点到另一个顶点的顶点序列，其特点是序列中顶点依次相邻且路径长度为路径上顶点数减 1,none,路径,路径,0,36
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的,b-belg,链表,存储结构,0,20
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的,b-belg,链表,存储结构,0,20
完全二叉树是深度为k的，有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的,b-belg,完全二叉树,二叉树,0,18
子节点是树结构中相对于父节点而言的节点，其核心特征包括：它直接隶属于某个父节点，是父节点分支出来的节点,belg,子节点,父节点,0,11
映射是一种从集合A到集合B的对应关系，对于集合A中的任意一个元素，在集合B中都有唯一确定的元素与之对应,rely,映射,集合,0,6
非线性结构是一种数据元素之间存在一对多或多对多关系的数据结构，其数据元素的逻辑关系不再是简单的线性关系,belg,非线性结构,数据元素,0,8
堆是一种特殊的数据结构，它是一个完全二叉树，并且满足父节点的值大于或小于其子节点的值（大顶堆或小顶堆）,none,完全二叉树,父节点,16,26
二叉树遍历的核心性质包括先序遍历是根节点、左子树、右子树的顺序，中序遍历是左子树、根节点、右子树的顺序,rely,二叉树,遍历,0,3
映射是一种从集合A到集合B的对应关系，对于集合A中的任意一个元素，在集合B中都有唯一确定的元素与之对应,rely,映射,集合,0,6
连通图是指在无向图中任意两个顶点之间都存在路径相连，在有向图中任意一对顶点间都存在有向路径相互可达的图,rely,连通图,无向图,0,6
递归基础是递归定义中满足特定条件的初始情况其核心性质是具有明确的、无需进一步递归即可确定的定义值或状态,belg,递归基础,递归,0,5
子节点是树结构中直接位于某一节点下方的节点，与父节点存在直接的层级关系且是父节点所连接的下一层级的节点,belg,子节点,父节点,0,23
回路是在图中从一个顶点出发，沿边经过一些顶点后又回到该起始顶点的路径且路径中除起始顶点外其他顶点不重复,belg,回路,路径,0,32
映射是一种从集合A到集合B的对应关系，对于集合A中的任意一个元素，在集合B中都有唯一确定的元素与之对应,rely,映射,集合,0,6
线性查找是从数据序列的第一个元素开始依次逐个与目标值进行比较，直到找到目标值或遍历完整个序列的查找方法,rely,查找,遍历,2,39
子节点是树结构或图结构中，直接连接在某一节点之下的节点，具有与父节点存在特定连接关系且处于其下层的特点,belg,子节点,父节点,0,31
完全二叉树是深度为k的，有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的,b-belg,完全二叉树,二叉树,0,18
